   1.0069775e+01   3.5308170e+00
   1.0102602e+01   3.5031183e+00
   1.0152211e+01   3.4497734e+00
   1.0399281e+01   3.1989821e+00
   1.0203846e+01   3.3982801e+00
   1.0586156e+01   3.0102410e+00
   1.0498821e+01   3.1007395e+00
   1.0578448e+01   3.0189864e+00
   1.0749973e+01   2.8424654e+00
   1.0723963e+01   2.8651773e+00
   1.0902652e+01   2.6864600e+00
   1.0870875e+01   2.7239228e+00
   1.1088045e+01   2.5044180e+00
   1.1662512e+01   1.9234517e+00
   1.1767663e+01   1.8213522e+00
   1.1672602e+01   1.9161706e+00
   1.1739049e+01   1.8455274e+00
   1.2051778e+01   1.5243230e+00
   1.2062425e+01   1.5135619e+00
   1.2240455e+01   1.3239623e+00
   1.2017763e+01   1.5562955e+00
   1.2148469e+01   1.4189991e+00
   1.2263632e+01   1.3002558e+00
   1.2224991e+01   1.3403745e+00
   1.2051743e+01   1.5143231e+00
   1.2145823e+01   1.4231242e+00
   1.1904866e+01   1.6679229e+00
   1.1779514e+01   1.7995926e+00
   1.1836136e+01   1.7436660e+00
   1.1773763e+01   1.8103759e+00
   1.1677458e+01   1.9146199e+00
   1.1675091e+01   1.9110299e+00
   1.1601600e+01   1.9865072e+00
   1.1558783e+01   2.0272124e+00
   1.1548749e+01   2.0426500e+00
   1.1778054e+01   1.8046497e+00
   1.1955935e+01   1.6317672e+00
   1.2069978e+01   1.5141869e+00
   1.1969519e+01   1.6176679e+00
   1.2017685e+01   1.5679406e+00
   1.1853686e+01   1.7378193e+00
   1.1829919e+01   1.7623571e+00
   1.1788213e+01   1.8054128e+00
   1.1861297e+01   1.7322896e+00
   1.1949015e+01   1.6391470e+00
   1.1823857e+01   1.7717603e+00
   1.1668335e+01   1.9275197e+00
   1.1727815e+01   1.8697466e+00
   1.1664282e+01   1.9358793e+00
   1.1838919e+01   1.7580996e+00
   1.1723427e+01   1.8776733e+00
   1.1861919e+01   1.7355922e+00
   1.1789207e+01   1.8096197e+00
   1.1543656e+01   2.0605764e+00
   1.1633104e+01   1.9686978e+00
   1.1643912e+01   1.9584972e+00
   1.1714983e+01   1.8868378e+00
   1.1619148e+01   1.9832440e+00
   1.1716161e+01   1.8858244e+00
   1.1809873e+01   1.7879378e+00
   1.1809322e+01   1.7885573e+00
   1.1772541e+01   1.8209916e+00
   1.1593960e+01   2.0063450e+00
   1.1860826e+01   1.7378320e+00
   1.1629742e+01   1.9778562e+00
   1.1684803e+01   1.9207093e+00
   1.1604470e+01   2.0033879e+00
   1.1723603e+01   1.8844939e+00
   1.1747248e+01   1.8593955e+00
   1.1567053e+01   2.0408226e+00
   1.1700317e+01   1.9053586e+00
   1.1796798e+01   1.8107014e+00
   1.1849029e+01   1.7566310e+00
   1.1913814e+01   1.6882330e+00
   1.1794172e+01   1.8132189e+00
   1.1834325e+01   1.7697709e+00
   1.1727573e+01   1.8826529e+00
   1.1853004e+01   1.7532721e+00
   1.1694348e+01   1.9126151e+00
   1.1854462e+01   1.7516061e+00
   1.2026823e+01   1.5808087e+00
   1.1796788e+01   1.8103222e+00
   1.1753039e+01   1.8561522e+00
   1.1548474e+01   2.0637122e+00
   1.1617195e+01   1.9950144e+00
   1.1673962e+01   1.9361180e+00
   1.1474771e+01   2.1410227e+00
   1.1425606e+01   2.1896850e+00
   1.1191109e+01   2.4352073e+00
   1.1299305e+01   2.3258647e+00
   1.1390508e+01   2.2374209e+00
   1.1418829e+01   2.2043367e+00
   1.1447117e+01   2.1812272e+00
   1.1440353e+01   2.1857685e+00
   1.1185882e+01   2.4438647e+00
   1.1207142e+01   2.4246325e+00
   1.1135410e+01   2.4964768e+00
   1.1197636e+01   2.4330811e+00
   1.1089508e+01   2.5468278e+00
   1.1076784e+01   2.5578205e+00
   1.1070790e+01   2.5627539e+00
   1.0921145e+01   2.7171224e+00
   1.0722457e+01   2.9140591e+00
   1.1115959e+01   2.5098522e+00
   1.1269201e+01   2.3549505e+00
   1.1123690e+01   2.4985749e+00
   1.1144212e+01   2.4764468e+00
   1.1367691e+01   2.2507425e+00
   1.1360966e+01   2.2620401e+00
   1.1366515e+01   2.2512875e+00
   1.1300792e+01   2.3185040e+00
   1.1356398e+01   2.2621223e+00
   1.1225170e+01   2.4011248e+00
   1.1230167e+01   2.3945608e+00
   1.1059699e+01   2.5641157e+00
   1.1114674e+01   2.5118688e+00
   1.1041499e+01   2.5857354e+00
   1.1114593e+01   2.5055139e+00
   1.1216794e+01   2.4065843e+00
   1.1104762e+01   2.5221217e+00
   1.0965242e+01   2.6584048e+00
   1.0825848e+01   2.8019139e+00
   1.1076864e+01   2.5483877e+00
   1.1065466e+01   2.5629099e+00
   1.0947106e+01   2.6809326e+00
   1.0997928e+01   2.6283562e+00
   1.0864822e+01   2.7624850e+00
   1.0965082e+01   2.6614325e+00
   1.1015039e+01   2.6146174e+00
   1.0744183e+01   2.8901240e+00
   1.0573429e+01   3.0576086e+00
   1.0593330e+01   3.0391258e+00
   1.0573095e+01   3.0581361e+00
   1.0582412e+01   3.0530562e+00
   1.0775810e+01   2.8580109e+00
   1.0824152e+01   2.8007720e+00
   1.0828116e+01   2.8028810e+00
   1.0769621e+01   2.8579204e+00
   1.0542951e+01   3.0925331e+00
   1.0648204e+01   2.9841249e+00
   1.0734663e+01   2.8985600e+00
   1.0624498e+01   3.0063201e+00
   1.0619581e+01   3.0138579e+00
   1.0190662e+01   3.4515627e+00
   1.0354945e+01   3.2855005e+00
   1.0434174e+01   3.2020102e+00
   1.0419775e+01   3.2214359e+00
   1.0418491e+01   3.2205221e+00
   1.0338996e+01   3.3029626e+00
   1.0448703e+01   3.1908046e+00
   1.0323679e+01   3.3186778e+00
   1.0130782e+01   3.5123441e+00
   1.0168112e+01   3.4737263e+00
   1.0131012e+01   3.5099360e+00
   1.0113764e+01   3.5282937e+00
   1.0060490e+01   3.5821568e+00
   1.0003227e+01   3.6421645e+00
   9.7154281e+00   3.9351504e+00
   9.7222619e+00   3.9272384e+00
   9.8532641e+00   3.7941591e+00
   9.8648054e+00   3.7854997e+00
   9.7498511e+00   3.8989324e+00
   9.8685225e+00   3.7792270e+00
   9.9131112e+00   3.7367434e+00
   9.8570353e+00   3.7893882e+00
   9.8054972e+00   3.8397512e+00
   9.7395438e+00   3.9086243e+00
   9.8013436e+00   3.8480884e+00
   9.7914377e+00   3.8579628e+00
   9.7648768e+00   3.8814556e+00
   9.6986439e+00   3.9457008e+00
   9.7899906e+00   3.8570530e+00
   9.6670952e+00   3.9840121e+00
   9.5669292e+00   4.0815147e+00
   9.4509982e+00   4.2017329e+00
   9.5384850e+00   4.1051559e+00
   9.3606481e+00   4.2883397e+00
   9.4912445e+00   4.1576633e+00
   9.4073684e+00   4.2386300e+00
   9.4937315e+00   4.1538786e+00
   9.3882292e+00   4.2612352e+00
   9.3706032e+00   4.2773395e+00
   9.4811890e+00   4.1632419e+00
   9.5020490e+00   4.1411716e+00
   9.5941678e+00   4.0525785e+00
   9.6108471e+00   4.0312015e+00
   9.5237942e+00   4.1217293e+00
   9.4529355e+00   4.1934143e+00
   9.4275913e+00   4.2144118e+00
   9.5313529e+00   4.1110055e+00
   9.2836183e+00   4.3595839e+00
   9.1859529e+00   4.4595311e+00
   9.1292697e+00   4.5215517e+00
   9.2295744e+00   4.4186780e+00
   9.2039704e+00   4.4404736e+00
   9.1738505e+00   4.4712936e+00
   9.0269233e+00   4.6222072e+00
   9.1007402e+00   4.5478002e+00
   9.0089436e+00   4.6402838e+00
   8.7688882e+00   4.8842094e+00
   8.8962527e+00   4.7539946e+00
   8.9157981e+00   4.7346799e+00
   8.9594579e+00   4.6943397e+00
   8.8970460e+00   4.7583386e+00
   8.9378600e+00   4.7127191e+00
   8.9928075e+00   4.6565066e+00
   8.9822944e+00   4.6631136e+00
   8.9562648e+00   4.6918286e+00
   8.9005125e+00   4.7502303e+00
   8.8302006e+00   4.8225839e+00
   8.8845275e+00   4.7682959e+00
   8.8616308e+00   4.7878338e+00
   8.8239805e+00   4.8244991e+00
   8.7398972e+00   4.9126739e+00
   8.6559724e+00   4.9973736e+00
   8.7808328e+00   4.8674425e+00
   8.6975948e+00   4.9551649e+00
   8.8785315e+00   4.7706731e+00
   8.6739341e+00   4.9786778e+00
   8.5712505e+00   5.0809192e+00
   8.6536269e+00   4.9945823e+00
   8.6842782e+00   4.9622477e+00
   8.7763019e+00   4.8697771e+00
   8.6823419e+00   4.9641686e+00
   8.5755992e+00   5.0730418e+00
   8.2889455e+00   5.3636582e+00
   8.3005698e+00   5.3549078e+00
   8.3867728e+00   5.2681899e+00
   8.4613804e+00   5.1859550e+00
   8.4962058e+00   5.1522047e+00
   8.4177681e+00   5.2293948e+00
   8.3775873e+00   5.2730532e+00
   8.3435498e+00   5.3104633e+00
   8.3944832e+00   5.2566516e+00
   8.3867707e+00   5.2666956e+00
   8.2729619e+00   5.3792768e+00
   8.3283802e+00   5.3212700e+00
   8.3614652e+00   5.2870762e+00
   8.3670434e+00   5.2781260e+00
   8.4457682e+00   5.1994157e+00
   8.3241159e+00   5.3216747e+00
   8.3732695e+00   5.2770129e+00
   8.0965504e+00   5.5533032e+00
   8.0815848e+00   5.5650420e+00
   8.0691011e+00   5.5813812e+00
   8.0251366e+00   5.6216221e+00
   7.9387551e+00   5.7137698e+00
   8.1281433e+00   5.5176390e+00
   8.0853889e+00   5.5615195e+00
   7.8560659e+00   5.7933047e+00
   7.8557675e+00   5.7942006e+00
   7.7933511e+00   5.8583150e+00
   7.8661203e+00   5.7845218e+00
   7.8971933e+00   5.7515529e+00
   7.9878396e+00   5.6633642e+00
   8.0099582e+00   5.6430084e+00
   8.0483738e+00   5.6007608e+00
   7.8994105e+00   5.7481490e+00
   7.8984682e+00   5.7467630e+00
   7.7280802e+00   5.9188819e+00
   7.7831552e+00   5.8699114e+00
   7.7778699e+00   5.8719728e+00
   7.7576420e+00   5.8872635e+00
   7.7851173e+00   5.8612958e+00
   7.7555184e+00   5.8885526e+00
   7.6054263e+00   6.0479816e+00
   7.7085012e+00   5.9456936e+00
   7.4566802e+00   6.1960102e+00
   7.3990036e+00   6.2507599e+00
   7.3755300e+00   6.2773123e+00
   7.2562515e+00   6.3996843e+00
   7.3124943e+00   6.3400299e+00
